cost_id,movement_id,route_id,vessel_key,time_key,daily_demurrage_cost,fuel_cost_per_km,perishability_loss_rate,alternative_port_cost
COST_MOV_09656,MOV_09656,R_133,51,2024020404,33642.73,34.72,0.0024,12032.83
COST_MOV_09657,MOV_09657,R_531,71,2024092006,31578.27,32.35,0.0016,8584.68
COST_MOV_09658,MOV_09658,R_549,99,2024080810,22004.86,15.96,0.0006,12674.67
COST_MOV_09659,MOV_09659,R_368,90,2024021811,11565.8,16.77,0.0033,19033.87
COST_MOV_09660,MOV_09660,R_883,32,2024101714,37373.5,23.18,0.0035,10060.75
COST_MOV_09661,MOV_09661,R_342,88,2024022318,59273.65,40.47,0.0011,5157.76
COST_MOV_09662,MOV_09662,R_181,21,2024092910,22338.39,32.98,0.0011,15868.74
COST_MOV_09663,MOV_09663,R_705,77,2024022822,17212.23,26.63,0.0046,14211.68
COST_MOV_09664,MOV_09664,R_274,6,2024070413,49219.89,39.1,0.0023,18741.24
COST_MOV_09665,MOV_09665,R_568,18,2024010700,49790.75,19.83,0.0023,9560.46
COST_MOV_09666,MOV_09666,R_936,10,2024030901,11459.69,29.12,0.0016,7253.3
COST_MOV_09667,MOV_09667,R_123,9,2024041905,11223.59,36.51,0.0005,5567.86
COST_MOV_09668,MOV_09668,R_208,58,2024082407,33269.88,28.68,0.0008,13337.33
COST_MOV_09669,MOV_09669,R_151,62,2024092023,46701.83,40.53,0.0002,13376.7
COST_MOV_09670,MOV_09670,R_328,95,2024020704,50144.19,30.68,0.004,16863.7
COST_MOV_09671,MOV_09671,R_391,38,2024110505,52631.03,40.3,0.0027,13046.05
COST_MOV_09672,MOV_09672,R_810,68,2024082105,13092.06,16.75,0.0011,11102.63
COST_MOV_09673,MOV_09673,R_995,97,2024063008,43269.85,29.75,0.0007,13514.17
COST_MOV_09674,MOV_09674,R_632,62,2024121510,39857.26,42.7,0.001,14823.38
COST_MOV_09675,MOV_09675,R_998,100,2024013113,52203.87,18.0,0.001,17133.7
COST_MOV_09676,MOV_09676,R_956,66,2024062905,32142.56,26.21,0.0009,13439.55
COST_MOV_09677,MOV_09677,R_461,69,2024101712,49866.6,25.4,0.0002,14506.71
COST_MOV_09678,MOV_09678,R_690,30,2024053006,47547.67,38.87,0.0019,15802.6
COST_MOV_09679,MOV_09679,R_455,98,2024091313,33486.05,22.5,0.0003,7996.82
COST_MOV_09680,MOV_09680,R_766,62,2024062102,58997.56,35.67,0.0013,7773.02
COST_MOV_09681,MOV_09681,R_738,95,2024081701,47949.01,40.57,0.0043,13782.36
COST_MOV_09682,MOV_09682,R_581,26,2024072316,23612.55,19.93,0.0023,14596.24
COST_MOV_09683,MOV_09683,R_580,47,2024010615,46228.79,38.12,0.0032,8275.73
COST_MOV_09684,MOV_09684,R_279,50,2024022407,15037.39,19.3,0.0015,7363.57
COST_MOV_09685,MOV_09685,R_624,86,2024103003,15968.49,42.82,0.0014,18139.05
COST_MOV_09686,MOV_09686,R_533,45,2024073015,13427.96,17.48,0.0018,16046.2
COST_MOV_09687,MOV_09687,R_602,14,2024062721,57817.67,25.97,0.0025,11446.21
COST_MOV_09688,MOV_09688,R_925,84,2024042800,12229.0,38.34,0.0042,9767.47
COST_MOV_09689,MOV_09689,R_903,50,2024122120,23547.99,33.14,0.0009,16900.98
COST_MOV_09690,MOV_09690,R_130,71,2024091608,32533.85,21.28,0.0016,10535.08
COST_MOV_09691,MOV_09691,R_117,14,2024021216,53286.59,22.48,0.0025,18886.7
COST_MOV_09692,MOV_09692,R_399,42,2024032119,46973.47,17.32,0.0005,19688.37
COST_MOV_09693,MOV_09693,R_440,28,2024070719,36084.6,36.64,0.0035,13175.21
COST_MOV_09694,MOV_09694,R_160,95,2024120211,33419.17,36.11,0.0036,9086.52
COST_MOV_09695,MOV_09695,R_297,59,2024101302,53758.23,27.32,0.0038,16269.71
COST_MOV_09696,MOV_09696,R_777,15,2024040903,35705.8,26.58,0.004,11174.18
COST_MOV_09697,MOV_09697,R_589,36,2024022600,15446.76,44.55,0.0019,6128.44
COST_MOV_09698,MOV_09698,R_994,91,2024063005,37980.46,22.52,0.0015,17962.08
COST_MOV_09699,MOV_09699,R_644,89,2024121600,14483.9,18.15,0.0015,13216.64
COST_MOV_09700,MOV_09700,R_581,81,2024122923,47249.13,20.04,0.0044,17416.37
COST_MOV_09701,MOV_09701,R_166,54,2024091202,44913.04,30.8,0.003,14343.13
COST_MOV_09702,MOV_09702,R_872,58,2024011420,59697.57,28.13,0.0033,19797.05
COST_MOV_09703,MOV_09703,R_943,35,2024050505,21951.01,23.12,0.001,13581.28
COST_MOV_09704,MOV_09704,R_657,55,2024030719,53091.86,27.84,0.0036,9881.96
COST_MOV_09705,MOV_09705,R_929,65,2024103114,18214.39,34.52,0.0008,7185.88
COST_MOV_09706,MOV_09706,R_352,16,2024102810,30342.44,34.98,0.0014,8527.61
COST_MOV_09707,MOV_09707,R_683,77,2024122310,19343.56,43.39,0.0008,6781.47
COST_MOV_09708,MOV_09708,R_583,12,2024092606,11720.55,28.85,0.002,13030.66
COST_MOV_09709,MOV_09709,R_914,88,2024071011,44433.54,34.42,0.005,7156.7
COST_MOV_09710,MOV_09710,R_347,66,2024020100,48971.83,41.0,0.0009,5577.91
COST_MOV_09711,MOV_09711,R_319,82,2024111303,55484.2,36.7,0.003,18839.56
COST_MOV_09712,MOV_09712,R_678,100,2024121312,55894.18,35.86,0.0041,12356.76
COST_MOV_09713,MOV_09713,R_448,33,2024090409,38819.8,32.38,0.0049,8739.2
COST_MOV_09714,MOV_09714,R_187,58,2024081910,43504.14,24.81,0.0007,7354.67
COST_MOV_09715,MOV_09715,R_138,44,2024022200,37314.65,16.8,0.0046,5226.72
COST_MOV_09716,MOV_09716,R_652,26,2024072808,12348.9,34.27,0.0029,18844.8
COST_MOV_09717,MOV_09717,R_527,39,2024092619,14240.65,38.17,0.0019,13759.18
COST_MOV_09718,MOV_09718,R_168,74,2024071414,40589.43,16.39,0.0021,9676.71
COST_MOV_09719,MOV_09719,R_768,30,2024040521,55291.9,16.14,0.0032,17507.96
COST_MOV_09720,MOV_09720,R_434,86,2024080311,11588.59,36.25,0.0034,8350.1
COST_MOV_09721,MOV_09721,R_324,73,2024122808,24344.22,31.24,0.0036,15924.27
COST_MOV_09722,MOV_09722,R_376,87,2024080118,20666.63,39.18,0.0012,17270.04
COST_MOV_09723,MOV_09723,R_497,37,2024091403,17245.35,24.15,0.0016,18568.93
COST_MOV_09724,MOV_09724,R_182,46,2024032701,40460.73,35.68,0.0023,12691.34
COST_MOV_09725,MOV_09725,R_441,20,2024041415,48676.57,36.99,0.0019,19646.53
COST_MOV_09726,MOV_09726,R_830,54,2024062618,59183.89,43.24,0.0031,5161.14
COST_MOV_09727,MOV_09727,R_397,7,2024050911,59088.5,43.83,0.004,16348.17
COST_MOV_09728,MOV_09728,R_505,47,2024091219,32295.2,42.85,0.0019,11807.79
COST_MOV_09729,MOV_09729,R_770,17,2024122618,53076.26,23.81,0.0025,10358.37
COST_MOV_09730,MOV_09730,R_539,12,2024052012,10677.68,43.16,0.0037,8433.45
COST_MOV_09731,MOV_09731,R_516,83,2024082705,38383.85,42.1,0.0006,14858.58
COST_MOV_09732,MOV_09732,R_493,72,2024022505,58200.45,38.44,0.0005,18928.56
COST_MOV_09733,MOV_09733,R_411,76,2024090208,13916.23,29.72,0.0022,19973.5
COST_MOV_09734,MOV_09734,R_599,67,2024052005,45416.18,32.27,0.001,17310.09
COST_MOV_09735,MOV_09735,R_862,45,2024112112,10553.8,26.76,0.0035,14570.01
COST_MOV_09736,MOV_09736,R_865,3,2024010712,49055.52,37.73,0.0019,14081.48
COST_MOV_09737,MOV_09737,R_630,56,2024071722,45055.78,20.84,0.0028,11804.39
COST_MOV_09738,MOV_09738,R_612,25,2024012705,31375.41,20.95,0.0032,7511.94
COST_MOV_09739,MOV_09739,R_638,55,2024021304,43097.69,38.97,0.0027,11767.76
COST_MOV_09740,MOV_09740,R_804,38,2024110922,30268.43,20.58,0.0029,7950.31
COST_MOV_09741,MOV_09741,R_723,31,2024101603,12793.53,21.59,0.0008,6474.74
COST_MOV_09742,MOV_09742,R_811,51,2024030408,35990.02,39.95,0.0002,17386.82
COST_MOV_09743,MOV_09743,R_758,17,2024041702,38719.22,27.58,0.0015,10240.64
COST_MOV_09744,MOV_09744,R_568,30,2024020515,52693.82,16.09,0.0037,12527.57
COST_MOV_09745,MOV_09745,R_451,30,2024120620,59221.69,24.5,0.0005,12512.51
COST_MOV_09746,MOV_09746,R_260,11,2024120821,53868.46,38.66,0.004,15503.78
COST_MOV_09747,MOV_09747,R_845,47,2024081303,38817.2,37.72,0.001,15959.3
COST_MOV_09748,MOV_09748,R_778,64,2024101908,20732.68,21.77,0.0041,9699.42
COST_MOV_09749,MOV_09749,R_696,39,2024122710,19274.78,37.52,0.0019,12494.15
COST_MOV_09750,MOV_09750,R_941,93,2024123009,54551.49,37.36,0.0004,11783.13
COST_MOV_09751,MOV_09751,R_330,67,2024032919,32486.77,42.16,0.0014,8776.3
COST_MOV_09752,MOV_09752,R_308,40,2024110806,53234.47,35.77,0.004,9033.75
COST_MOV_09753,MOV_09753,R_451,37,2024080516,21519.12,44.39,0.0038,11168.89
COST_MOV_09754,MOV_09754,R_510,24,2024082805,12033.2,17.52,0.0008,10732.09
COST_MOV_09755,MOV_09755,R_611,5,2024012816,11051.87,27.05,0.0043,6868.71
COST_MOV_09756,MOV_09756,R_329,87,2024032101,22236.43,40.6,0.0011,10372.19
COST_MOV_09757,MOV_09757,R_543,73,2024110910,22704.14,44.48,0.0024,9232.33
COST_MOV_09758,MOV_09758,R_284,36,2024010800,18375.52,25.76,0.0029,17168.1
COST_MOV_09759,MOV_09759,R_953,37,2024120600,24540.67,36.71,0.0028,15238.8
COST_MOV_09760,MOV_09760,R_596,51,2024052117,45481.42,43.52,0.0004,5963.22
COST_MOV_09761,MOV_09761,R_949,40,2024041012,54050.44,21.19,0.0003,11945.53
COST_MOV_09762,MOV_09762,R_673,76,2024041813,16556.61,17.96,0.0039,16171.16
COST_MOV_09763,MOV_09763,R_920,77,2024061407,12074.34,27.02,0.0011,19678.17
COST_MOV_09764,MOV_09764,R_853,92,2024040803,24953.21,30.51,0.0046,15542.66
COST_MOV_09765,MOV_09765,R_811,77,2024020421,24065.2,41.43,0.003,16841.9
COST_MOV_09766,MOV_09766,R_870,78,2024121212,56132.39,29.05,0.0029,12903.35
COST_MOV_09767,MOV_09767,R_219,35,2024052003,24224.68,43.39,0.0034,16063.89
COST_MOV_09768,MOV_09768,R_537,63,2024101911,51504.6,24.37,0.0011,7333.31
COST_MOV_09769,MOV_09769,R_950,70,2024061508,35968.95,29.44,0.001,19727.45
COST_MOV_09770,MOV_09770,R_667,42,2024071313,40319.28,40.3,0.0014,8864.97
COST_MOV_09771,MOV_09771,R_805,35,2024081515,17840.86,21.81,0.0012,10008.58
COST_MOV_09772,MOV_09772,R_751,21,2024101314,10343.66,39.54,0.0001,10337.41
COST_MOV_09773,MOV_09773,R_289,8,2024090402,15363.15,38.86,0.0049,9099.36
COST_MOV_09774,MOV_09774,R_968,57,2024090500,46621.81,27.09,0.0037,11660.15
COST_MOV_09775,MOV_09775,R_145,72,2024062722,30362.51,39.86,0.0037,19916.86
COST_MOV_09776,MOV_09776,R_102,88,2024052420,43274.33,30.3,0.0021,15960.05
COST_MOV_09777,MOV_09777,R_356,39,2024021317,20788.3,21.98,0.0033,12727.52
COST_MOV_09778,MOV_09778,R_861,31,2024122016,14011.54,40.69,0.0033,6302.48
COST_MOV_09779,MOV_09779,R_291,14,2024110616,33662.0,29.72,0.0049,13293.09
COST_MOV_09780,MOV_09780,R_685,46,2024120107,31565.83,34.63,0.0021,11222.78
COST_MOV_09781,MOV_09781,R_791,82,2024110921,40574.15,26.94,0.0045,9921.1
COST_MOV_09782,MOV_09782,R_594,71,2024082421,37332.1,16.68,0.0018,8104.55
COST_MOV_09783,MOV_09783,R_204,96,2024062103,56787.8,34.2,0.0037,15768.87
COST_MOV_09784,MOV_09784,R_588,22,2024051911,31432.56,37.53,0.0026,5173.66
COST_MOV_09785,MOV_09785,R_618,23,2024101907,53791.24,43.45,0.0038,17380.82
COST_MOV_09786,MOV_09786,R_441,11,2024072708,38860.67,24.62,0.0001,14087.87
COST_MOV_09787,MOV_09787,R_117,52,2024050105,51621.7,41.71,0.0025,13410.85
COST_MOV_09788,MOV_09788,R_645,84,2024080100,21468.15,43.86,0.0029,18071.13
COST_MOV_09789,MOV_09789,R_687,14,2024022021,51607.66,27.17,0.0023,6895.56
COST_MOV_09790,MOV_09790,R_339,90,2024122505,24759.28,18.77,0.0018,7643.17
COST_MOV_09791,MOV_09791,R_773,60,2024050523,44628.8,19.91,0.0016,5905.82
COST_MOV_09792,MOV_09792,R_657,3,2024032800,39952.2,19.34,0.0012,16279.62
COST_MOV_09793,MOV_09793,R_477,9,2024020304,12056.21,17.86,0.0021,17245.55
COST_MOV_09794,MOV_09794,R_960,62,2024061520,44028.32,30.2,0.0002,16627.85
COST_MOV_09795,MOV_09795,R_727,81,2024021118,35985.76,33.05,0.0009,13528.05
COST_MOV_09796,MOV_09796,R_872,17,2024101012,32555.47,15.79,0.0023,18957.25
COST_MOV_09797,MOV_09797,R_688,23,2024070504,37967.51,22.49,0.0018,19782.51
COST_MOV_09798,MOV_09798,R_374,78,2024022414,43465.82,32.83,0.0029,12949.81
COST_MOV_09799,MOV_09799,R_311,16,2024091014,46847.78,24.35,0.0035,10630.71
COST_MOV_09800,MOV_09800,R_893,86,2024080809,18837.38,39.9,0.0017,10311.68
COST_MOV_09801,MOV_09801,R_508,10,2024082213,17077.32,22.29,0.0037,16133.85
COST_MOV_09802,MOV_09802,R_276,67,2024081407,59848.55,42.88,0.0043,11276.11
COST_MOV_09803,MOV_09803,R_490,72,2024112702,48744.66,18.02,0.0036,11462.38
COST_MOV_09804,MOV_09804,R_163,14,2024061306,50204.37,20.23,0.0011,15811.97
COST_MOV_09805,MOV_09805,R_788,91,2024062315,50306.6,35.6,0.0044,15380.47
COST_MOV_09806,MOV_09806,R_375,6,2024100613,45759.81,31.57,0.0036,13412.83
COST_MOV_09807,MOV_09807,R_734,77,2024061210,13073.07,29.04,0.0035,18270.89
COST_MOV_09808,MOV_09808,R_780,24,2024101116,10145.74,39.52,0.0024,11587.17
COST_MOV_09809,MOV_09809,R_796,24,2024020804,16118.18,23.65,0.004,12304.82
COST_MOV_09810,MOV_09810,R_467,44,2024072904,43184.35,19.34,0.0036,7114.65
COST_MOV_09811,MOV_09811,R_199,25,2024112610,39276.5,27.73,0.003,8175.3
COST_MOV_09812,MOV_09812,R_240,81,2024070309,31929.57,19.42,0.0023,10065.22
COST_MOV_09813,MOV_09813,R_214,70,2024021921,55663.23,44.02,0.0012,16569.9
COST_MOV_09814,MOV_09814,R_913,47,2024102902,51852.84,36.73,0.0029,5712.18
COST_MOV_09815,MOV_09815,R_101,8,2024111107,11507.36,15.97,0.0002,17362.24
COST_MOV_09816,MOV_09816,R_394,32,2024042718,40756.54,24.36,0.0017,14717.05
COST_MOV_09817,MOV_09817,R_785,19,2024092314,56909.99,22.64,0.0022,12002.75
COST_MOV_09818,MOV_09818,R_261,93,2024011510,54775.44,19.34,0.0007,13111.81
COST_MOV_09819,MOV_09819,R_963,78,2024032011,50104.78,25.16,0.004,18059.65
COST_MOV_09820,MOV_09820,R_643,41,2024111408,57381.76,21.21,0.0029,15601.89
COST_MOV_09821,MOV_09821,R_451,31,2024072305,15257.9,16.83,0.0007,7079.29
COST_MOV_09822,MOV_09822,R_401,23,2024092923,41844.05,15.75,0.0049,18375.57
COST_MOV_09823,MOV_09823,R_741,92,2024122213,15875.09,34.84,0.001,12510.98
COST_MOV_09824,MOV_09824,R_319,41,2024072616,47009.02,36.99,0.0035,6595.84
COST_MOV_09825,MOV_09825,R_316,60,2024041816,57880.01,35.36,0.0038,19028.82
COST_MOV_09826,MOV_09826,R_490,51,2024100723,39631.34,18.67,0.0043,10474.26
COST_MOV_09827,MOV_09827,R_751,57,2024120206,59607.53,34.27,0.0028,5078.86
COST_MOV_09828,MOV_09828,R_280,91,2024111020,36653.88,42.11,0.0002,16328.36
COST_MOV_09829,MOV_09829,R_405,8,2024020921,22801.5,30.14,0.001,14484.45
COST_MOV_09830,MOV_09830,R_244,7,2024072223,30335.26,21.39,0.004,11404.06
COST_MOV_09831,MOV_09831,R_892,75,2024081401,37333.61,44.0,0.0027,6397.16
COST_MOV_09832,MOV_09832,R_582,1,2024010313,24857.94,24.45,0.0022,7136.11
COST_MOV_09833,MOV_09833,R_621,48,2024090501,16449.46,19.8,0.0001,19776.58
COST_MOV_09834,MOV_09834,R_867,59,2024110617,30185.9,41.86,0.0046,7786.32
COST_MOV_09835,MOV_09835,R_166,4,2024031912,44674.41,19.3,0.0004,19452.51
COST_MOV_09836,MOV_09836,R_147,58,2024031202,56219.91,36.91,0.0048,12191.87
COST_MOV_09837,MOV_09837,R_701,73,2024060509,17803.81,32.06,0.0005,17339.82
COST_MOV_09838,MOV_09838,R_836,87,2024020806,13096.26,24.78,0.0042,15974.76
COST_MOV_09839,MOV_09839,R_231,58,2024101820,52453.96,27.08,0.0028,8005.3
COST_MOV_09840,MOV_09840,R_391,11,2024042610,59638.51,28.51,0.0001,11255.0
COST_MOV_09841,MOV_09841,R_190,35,2024071912,22937.69,44.88,0.0006,9687.82
COST_MOV_09842,MOV_09842,R_375,61,2024020508,22523.72,23.36,0.0031,7241.57
COST_MOV_09843,MOV_09843,R_213,72,2024112613,47043.14,44.16,0.0035,6471.87
COST_MOV_09844,MOV_09844,R_858,19,2024020716,51971.08,36.0,0.0033,17682.5
COST_MOV_09845,MOV_09845,R_926,52,2024080513,37495.25,17.45,0.0002,15021.79
COST_MOV_09846,MOV_09846,R_994,61,2024101712,15769.83,24.97,0.0036,19646.33
COST_MOV_09847,MOV_09847,R_592,97,2024031123,42025.53,35.13,0.0031,6933.34
COST_MOV_09848,MOV_09848,R_700,4,2024090719,47650.75,32.3,0.0029,17510.44
COST_MOV_09849,MOV_09849,R_841,92,2024121708,12030.65,26.2,0.0042,11765.44
COST_MOV_09850,MOV_09850,R_765,81,2024052317,35564.79,23.85,0.004,11075.74
COST_MOV_09851,MOV_09851,R_959,66,2024022312,52676.41,29.27,0.0007,14718.68
COST_MOV_09852,MOV_09852,R_209,89,2024021003,22753.98,34.89,0.0047,19409.29
COST_MOV_09853,MOV_09853,R_546,65,2024100613,14496.46,16.03,0.0028,14596.54
COST_MOV_09854,MOV_09854,R_677,49,2024061219,33295.83,17.61,0.0002,16014.41
COST_MOV_09855,MOV_09855,R_739,44,2024033106,54892.75,33.17,0.0018,5947.79
COST_MOV_09856,MOV_09856,R_805,15,2024051314,30319.66,18.48,0.0025,7834.77
COST_MOV_09857,MOV_09857,R_963,8,2024101301,19643.26,35.3,0.0014,17666.8
COST_MOV_09858,MOV_09858,R_679,36,2024072811,22881.65,28.48,0.001,6338.26
COST_MOV_09859,MOV_09859,R_233,77,2024080112,24611.71,21.17,0.0001,15597.27
COST_MOV_09860,MOV_09860,R_831,49,2024080205,35052.88,36.47,0.004,11855.67
COST_MOV_09861,MOV_09861,R_768,65,2024051221,24835.09,32.03,0.0008,17964.05
COST_MOV_09862,MOV_09862,R_217,94,2024010712,37265.82,37.08,0.0012,6583.75
COST_MOV_09863,MOV_09863,R_897,1,2024060806,19956.91,42.46,0.0045,10013.84
COST_MOV_09864,MOV_09864,R_593,78,2024050200,49128.14,43.12,0.0014,17815.54
COST_MOV_09865,MOV_09865,R_533,79,2024100504,36993.95,34.76,0.0037,19162.79
COST_MOV_09866,MOV_09866,R_680,13,2024091711,34453.97,28.67,0.0018,10033.32
COST_MOV_09867,MOV_09867,R_387,47,2024033020,52791.87,31.41,0.0026,7186.99
COST_MOV_09868,MOV_09868,R_539,18,2024031312,49208.21,36.94,0.0032,10880.29
COST_MOV_09869,MOV_09869,R_583,68,2024010708,15999.67,23.21,0.0026,17708.36
COST_MOV_09870,MOV_09870,R_768,70,2024101123,56085.79,25.01,0.0023,7561.29
COST_MOV_09871,MOV_09871,R_558,8,2024022706,13576.07,44.17,0.0005,14254.18
COST_MOV_09872,MOV_09872,R_493,47,2024101615,58850.57,43.39,0.0013,11042.8
COST_MOV_09873,MOV_09873,R_779,78,2024042010,42621.74,16.03,0.0001,16571.41
COST_MOV_09874,MOV_09874,R_284,46,2024022101,56006.57,22.9,0.0018,8166.13
COST_MOV_09875,MOV_09875,R_888,32,2024032317,56198.62,44.03,0.0046,16340.23
COST_MOV_09876,MOV_09876,R_868,49,2024061723,53851.88,18.37,0.0031,17113.38
COST_MOV_09877,MOV_09877,R_971,65,2024020215,11617.17,30.85,0.0005,15520.92
COST_MOV_09878,MOV_09878,R_738,11,2024011203,54514.4,21.3,0.0015,6652.58
COST_MOV_09879,MOV_09879,R_740,53,2024060407,45632.91,43.03,0.0006,15676.98
COST_MOV_09880,MOV_09880,R_877,19,2024071514,36550.99,40.96,0.0031,12732.14
COST_MOV_09881,MOV_09881,R_848,22,2024113017,53864.01,26.05,0.004,6606.63
COST_MOV_09882,MOV_09882,R_557,35,2024081310,18657.87,38.34,0.0027,7532.6
COST_MOV_09883,MOV_09883,R_928,52,2024110717,43646.35,18.19,0.0006,7649.19
COST_MOV_09884,MOV_09884,R_224,64,2024030407,18200.82,33.47,0.0042,15039.07
COST_MOV_09885,MOV_09885,R_589,40,2024071416,53041.57,19.89,0.0036,5257.62
COST_MOV_09886,MOV_09886,R_616,64,2024042812,10957.54,24.38,0.0036,13563.85
COST_MOV_09887,MOV_09887,R_393,93,2024091014,46636.4,38.33,0.0008,11038.76
COST_MOV_09888,MOV_09888,R_151,57,2024020321,36099.19,15.59,0.0023,5178.17
COST_MOV_09889,MOV_09889,R_693,72,2024013020,39650.27,37.29,0.0019,10150.48
COST_MOV_09890,MOV_09890,R_510,89,2024102521,21115.87,38.18,0.0035,9444.7
COST_MOV_09891,MOV_09891,R_885,13,2024053113,59861.34,24.66,0.0002,11065.32
COST_MOV_09892,MOV_09892,R_293,68,2024090412,18049.34,17.22,0.0036,5934.19
COST_MOV_09893,MOV_09893,R_741,24,2024073012,21121.21,18.62,0.0024,15696.42
COST_MOV_09894,MOV_09894,R_683,68,2024031916,22902.8,26.02,0.0035,6056.96
COST_MOV_09895,MOV_09895,R_179,3,2024020104,51406.1,43.1,0.0039,7038.46
COST_MOV_09896,MOV_09896,R_772,31,2024063002,13774.51,32.6,0.0012,9231.14
COST_MOV_09897,MOV_09897,R_315,57,2024010401,57151.41,40.0,0.0022,15049.36
COST_MOV_09898,MOV_09898,R_683,52,2024092511,41681.7,18.84,0.0032,16633.97
COST_MOV_09899,MOV_09899,R_865,79,2024121208,39930.49,21.09,0.0006,6594.95
COST_MOV_09900,MOV_09900,R_236,90,2024073004,19818.4,22.62,0.0004,12249.94
COST_MOV_09901,MOV_09901,R_736,58,2024061113,57614.86,33.89,0.0037,7821.4
COST_MOV_09902,MOV_09902,R_246,10,2024112710,11074.38,20.12,0.0025,6185.77
COST_MOV_09903,MOV_09903,R_991,77,2024122113,24270.36,27.14,0.0016,5771.86
COST_MOV_09904,MOV_09904,R_153,31,2024032521,10510.88,35.62,0.0043,16975.34
COST_MOV_09905,MOV_09905,R_778,84,2024113017,24620.33,22.14,0.004,17235.85
COST_MOV_09906,MOV_09906,R_736,22,2024040721,34935.89,42.4,0.0005,8296.34
COST_MOV_09907,MOV_09907,R_333,63,2024060116,47734.26,20.62,0.0049,19420.37
COST_MOV_09908,MOV_09908,R_178,18,2024091409,52134.47,16.88,0.0016,18933.94
COST_MOV_09909,MOV_09909,R_308,21,2024042713,15153.93,41.97,0.0037,7612.9
COST_MOV_09910,MOV_09910,R_875,32,2024061721,34377.0,30.9,0.0042,15235.91
COST_MOV_09911,MOV_09911,R_537,18,2024052800,31329.95,30.53,0.0011,16711.12
COST_MOV_09912,MOV_09912,R_941,28,2024082914,48652.72,26.92,0.0038,9373.35
COST_MOV_09913,MOV_09913,R_265,80,2024052911,50304.43,16.38,0.003,10128.94
COST_MOV_09914,MOV_09914,R_488,92,2024121722,10736.88,24.63,0.0043,17630.92
COST_MOV_09915,MOV_09915,R_873,15,2024040702,46744.57,32.97,0.002,6920.44
COST_MOV_09916,MOV_09916,R_364,21,2024120201,13438.73,20.34,0.0004,16621.43
COST_MOV_09917,MOV_09917,R_775,63,2024053010,50960.47,24.7,0.0002,18517.22
COST_MOV_09918,MOV_09918,R_369,30,2024043006,44478.23,24.04,0.0043,7222.63
COST_MOV_09919,MOV_09919,R_359,35,2024082614,11178.95,23.82,0.0048,18475.33
COST_MOV_09920,MOV_09920,R_813,83,2024040604,31397.23,24.21,0.0005,17620.55
COST_MOV_09921,MOV_09921,R_407,27,2024042116,10556.65,16.74,0.004,9395.2
COST_MOV_09922,MOV_09922,R_365,89,2024082823,18357.11,22.39,0.0043,9572.46
COST_MOV_09923,MOV_09923,R_293,30,2024082007,49420.5,41.23,0.0025,18306.87
COST_MOV_09924,MOV_09924,R_929,28,2024092219,33958.92,18.0,0.0005,12002.65
COST_MOV_09925,MOV_09925,R_126,96,2024091706,51620.36,29.34,0.0036,17682.94
COST_MOV_09926,MOV_09926,R_443,14,2024082921,58375.18,31.61,0.0024,16288.27
COST_MOV_09927,MOV_09927,R_593,29,2024060107,43349.52,21.52,0.0017,8054.51
COST_MOV_09928,MOV_09928,R_434,3,2024091021,52318.05,17.96,0.0038,12870.38
COST_MOV_09929,MOV_09929,R_882,94,2024020713,49172.24,35.39,0.0038,18087.09
COST_MOV_09930,MOV_09930,R_872,18,2024051110,56463.37,20.24,0.0047,12944.22
COST_MOV_09931,MOV_09931,R_344,30,2024022616,47640.07,38.6,0.0011,13399.04
COST_MOV_09932,MOV_09932,R_965,51,2024102014,42928.9,19.18,0.0002,6072.74
COST_MOV_09933,MOV_09933,R_549,30,2024100912,59809.48,35.49,0.004,11610.81
COST_MOV_09934,MOV_09934,R_865,70,2024071218,52428.8,24.21,0.0022,6436.46
COST_MOV_09935,MOV_09935,R_889,55,2024110506,48690.06,42.14,0.002,17300.93
COST_MOV_09936,MOV_09936,R_294,11,2024081415,45385.89,30.46,0.0022,12494.71
COST_MOV_09937,MOV_09937,R_581,25,2024052117,50745.43,39.15,0.0031,14930.43
COST_MOV_09938,MOV_09938,R_504,17,2024090823,58516.19,18.54,0.0032,9093.77
COST_MOV_09939,MOV_09939,R_509,88,2024092713,39949.1,37.69,0.0024,6383.07
COST_MOV_09940,MOV_09940,R_974,42,2024010922,47919.89,38.4,0.0036,17237.99
COST_MOV_09941,MOV_09941,R_223,10,2024092414,14433.13,23.93,0.0026,13240.61
COST_MOV_09942,MOV_09942,R_958,44,2024031616,33988.67,19.41,0.0022,15888.61
COST_MOV_09943,MOV_09943,R_876,43,2024062102,50253.53,36.53,0.004,10285.24
COST_MOV_09944,MOV_09944,R_772,20,2024111811,50956.48,33.38,0.0008,14644.5
COST_MOV_09945,MOV_09945,R_965,26,2024110620,13245.83,38.7,0.0043,19394.26
COST_MOV_09946,MOV_09946,R_380,40,2024121000,57442.26,16.25,0.0013,15508.34
COST_MOV_09947,MOV_09947,R_671,59,2024070112,52259.12,23.68,0.0023,17226.94
COST_MOV_09948,MOV_09948,R_542,67,2024052504,56748.54,37.76,0.0031,11534.82
COST_MOV_09949,MOV_09949,R_941,95,2024010613,37624.03,27.45,0.0043,8652.9
COST_MOV_09950,MOV_09950,R_394,56,2024101408,36765.1,32.59,0.0026,17757.6
COST_MOV_09951,MOV_09951,R_299,96,2024120121,37006.25,38.97,0.0015,6991.43
COST_MOV_09952,MOV_09952,R_670,9,2024122822,18081.61,33.6,0.004,17512.99
