time_key,port_key,condition_id,wind_speed_bft,wave_height,visibility_km,port_status
2024040422,1,13669,6,0.54,9.32,0
2024040422,2,13670,5,2.08,5.47,0
2024040422,3,13671,9,0.87,14.79,1
2024040422,4,13672,6,3.33,6.7,0
2024040422,5,13673,5,4.06,3.44,0
2024040422,6,13674,1,0.85,8.76,0
2024040423,1,13675,1,3.34,6.03,0
2024040423,2,13676,11,0.74,4.25,1
2024040423,3,13677,1,2.01,5.7,0
2024040423,4,13678,7,2.85,11.28,0
2024040423,5,13679,6,2.47,5.19,0
2024040423,6,13680,5,0.35,9.07,0
2024040500,1,13681,4,1.7,1.01,0
2024040500,2,13682,11,2.17,2.6,1
2024040500,3,13683,11,1.82,11.44,1
2024040500,4,13684,8,3.03,3.88,1
2024040500,5,13685,11,4.01,12.11,1
2024040500,6,13686,8,3.04,4.86,1
2024040501,1,13687,5,2.7,3.92,0
2024040501,2,13688,4,0.76,10.63,0
2024040501,3,13689,2,1.63,2.38,0
2024040501,4,13690,7,2.51,6.08,0
2024040501,5,13691,5,4.21,2.06,0
2024040501,6,13692,3,1.44,3.82,0
2024040502,1,13693,9,1.59,3.19,1
2024040502,2,13694,9,2.69,12.31,1
2024040502,3,13695,11,4.06,9.1,1
2024040502,4,13696,11,2.49,12.49,1
2024040502,5,13697,10,0.87,14.91,1
2024040502,6,13698,11,0.43,8.77,1
2024040503,1,13699,8,4.01,14.44,1
2024040503,2,13700,1,3.05,2.35,0
2024040503,3,13701,3,1.07,2.63,0
2024040503,4,13702,2,3.29,7.99,0
2024040503,5,13703,4,3.27,2.77,0
2024040503,6,13704,2,3.5,13.8,0
2024040504,1,13705,11,4.03,8.06,1
2024040504,2,13706,8,0.77,13.29,1
2024040504,3,13707,1,4.31,4.07,0
2024040504,4,13708,4,4.49,10.16,0
2024040504,5,13709,5,0.16,4.78,0
2024040504,6,13710,10,0.5,8.83,1
2024040505,1,13711,4,2.01,13.15,0
2024040505,2,13712,8,0.25,5.0,1
2024040505,3,13713,2,3.33,7.59,0
2024040505,4,13714,9,2.96,8.19,1
2024040505,5,13715,2,3.51,9.64,0
2024040505,6,13716,2,4.49,12.19,0
2024040506,1,13717,2,4.21,2.7,0
2024040506,2,13718,10,1.42,8.5,1
2024040506,3,13719,8,1.84,2.99,1
2024040506,4,13720,3,3.51,3.53,0
2024040506,5,13721,10,1.81,7.88,1
2024040506,6,13722,11,3.17,2.16,1
2024040507,1,13723,10,4.14,2.22,1
2024040507,2,13724,8,1.89,3.51,1
2024040507,3,13725,7,2.57,7.61,0
2024040507,4,13726,10,3.8,3.56,1
2024040507,5,13727,4,2.2,6.3,0
2024040507,6,13728,7,1.37,13.16,0
2024040508,1,13729,11,1.24,13.98,1
2024040508,2,13730,8,0.42,8.74,1
2024040508,3,13731,6,1.55,14.83,0
2024040508,4,13732,6,3.12,10.88,0
2024040508,5,13733,3,0.36,2.89,0
2024040508,6,13734,5,1.31,11.35,0
2024040509,1,13735,10,0.59,10.31,1
2024040509,2,13736,2,1.88,13.12,0
2024040509,3,13737,5,0.51,8.02,0
2024040509,4,13738,5,3.38,9.24,0
2024040509,5,13739,7,4.18,6.53,0
2024040509,6,13740,4,0.95,1.24,0
2024040510,1,13741,11,1.2,9.43,1
2024040510,2,13742,6,0.8,14.29,0
2024040510,3,13743,9,0.92,3.32,1
2024040510,4,13744,4,1.47,3.41,0
2024040510,5,13745,11,1.34,6.75,1
2024040510,6,13746,6,1.79,12.81,0
2024040511,1,13747,9,2.41,9.22,1
2024040511,2,13748,10,3.3,8.14,1
2024040511,3,13749,1,3.99,13.11,0
2024040511,4,13750,8,2.12,3.81,1
2024040511,5,13751,1,4.1,14.36,0
2024040511,6,13752,4,3.09,14.48,0
2024040512,1,13753,3,3.31,12.4,0
2024040512,2,13754,4,2.4,5.13,0
2024040512,3,13755,7,2.4,6.26,0
2024040512,4,13756,9,2.44,6.65,1
2024040512,5,13757,9,2.26,3.39,1
2024040512,6,13758,10,2.12,1.64,1
2024040513,1,13759,1,3.51,1.91,0
2024040513,2,13760,10,1.81,9.62,1
2024040513,3,13761,1,1.01,14.56,0
2024040513,4,13762,9,0.7,2.18,1
2024040513,5,13763,4,3.97,9.95,0
2024040513,6,13764,3,3.9,2.68,0
2024040514,1,13765,9,1.17,9.08,1
2024040514,2,13766,5,0.62,7.2,0
2024040514,3,13767,6,4.33,1.49,0
2024040514,4,13768,1,2.22,6.0,0
2024040514,5,13769,1,0.51,12.0,0
2024040514,6,13770,7,1.05,3.74,0
2024040515,1,13771,10,3.2,8.25,1
2024040515,2,13772,8,0.46,4.58,1
2024040515,3,13773,11,2.01,13.96,1
2024040515,4,13774,8,1.98,13.98,1
2024040515,5,13775,7,3.12,11.17,0
2024040515,6,13776,11,0.98,10.67,1
2024040516,1,13777,9,4.43,8.73,1
2024040516,2,13778,1,0.78,11.99,0
2024040516,3,13779,2,2.73,14.77,0
2024040516,4,13780,3,1.54,14.46,0
2024040516,5,13781,5,0.68,12.32,0
2024040516,6,13782,4,2.47,2.91,0
2024040517,1,13783,4,0.85,13.06,0
2024040517,2,13784,8,3.09,9.29,1
2024040517,3,13785,8,0.24,8.47,1
2024040517,4,13786,11,2.35,8.63,1
2024040517,5,13787,7,1.06,4.56,0
2024040517,6,13788,1,4.28,3.89,0
2024040518,1,13789,10,3.23,7.28,1
2024040518,2,13790,4,3.42,9.86,0
2024040518,3,13791,1,3.2,10.12,0
2024040518,4,13792,11,3.03,8.32,1
2024040518,5,13793,5,0.71,12.5,0
2024040518,6,13794,3,4.49,13.91,0
2024040519,1,13795,3,2.99,4.01,0
2024040519,2,13796,4,4.05,11.32,0
2024040519,3,13797,2,2.32,4.26,0
2024040519,4,13798,7,1.36,12.83,0
2024040519,5,13799,4,2.02,8.1,0
2024040519,6,13800,5,1.86,6.21,0
2024040520,1,13801,2,0.17,11.71,0
2024040520,2,13802,6,3.07,2.03,0
2024040520,3,13803,9,3.35,8.97,1
2024040520,4,13804,8,0.28,8.64,1
2024040520,5,13805,8,1.18,13.15,1
2024040520,6,13806,2,3.02,5.45,0
2024040521,1,13807,4,1.52,5.26,0
2024040521,2,13808,8,4.21,2.32,1
2024040521,3,13809,11,0.6,8.61,1
2024040521,4,13810,1,4.18,1.34,0
2024040521,5,13811,8,4.12,14.12,1
2024040521,6,13812,3,4.31,4.32,0
2024040522,1,13813,8,0.44,7.23,1
2024040522,2,13814,6,1.3,3.17,0
2024040522,3,13815,7,1.21,5.7,0
2024040522,4,13816,2,4.0,13.78,0
2024040522,5,13817,1,3.65,14.72,0
2024040522,6,13818,6,0.8,4.99,0
2024040523,1,13819,3,0.72,12.44,0
2024040523,2,13820,4,2.19,3.27,0
2024040523,3,13821,9,0.86,2.93,1
2024040523,4,13822,3,2.19,2.92,0
2024040523,5,13823,2,3.82,14.19,0
2024040523,6,13824,2,2.3,10.8,0
2024040600,1,13825,2,3.29,9.1,0
2024040600,2,13826,6,1.2,3.66,0
2024040600,3,13827,2,1.27,8.42,0
2024040600,4,13828,11,2.71,14.92,1
2024040600,5,13829,7,3.85,12.56,0
2024040600,6,13830,7,2.44,14.81,0
2024040601,1,13831,7,0.97,1.17,0
2024040601,2,13832,2,1.06,8.78,0
2024040601,3,13833,7,2.81,5.08,0
2024040601,4,13834,10,0.55,5.64,1
2024040601,5,13835,8,0.39,1.8,1
2024040601,6,13836,8,0.55,10.42,1
2024040602,1,13837,2,1.83,12.96,0
2024040602,2,13838,5,1.66,4.43,0
2024040602,3,13839,6,0.11,8.32,0
2024040602,4,13840,9,0.81,1.73,1
2024040602,5,13841,6,1.63,4.93,0
2024040602,6,13842,10,1.99,4.11,1
2024040603,1,13843,6,1.87,14.66,0
2024040603,2,13844,10,1.51,8.01,1
2024040603,3,13845,10,3.67,4.03,1
2024040603,4,13846,6,1.93,2.85,0
2024040603,5,13847,9,2.94,11.87,1
2024040603,6,13848,10,3.76,1.63,1
2024040604,1,13849,7,3.86,2.92,0
2024040604,2,13850,1,3.87,1.72,0
2024040604,3,13851,1,2.28,6.14,0
2024040604,4,13852,4,3.01,14.21,0
2024040604,5,13853,2,1.48,4.3,0
2024040604,6,13854,3,3.89,6.25,0
2024040605,1,13855,7,1.04,11.28,0
2024040605,2,13856,7,3.57,3.85,0
2024040605,3,13857,3,2.17,5.01,0
2024040605,4,13858,2,1.41,6.42,0
2024040605,5,13859,1,1.77,14.36,0
2024040605,6,13860,9,2.69,8.62,1
2024040606,1,13861,10,4.19,7.13,1
2024040606,2,13862,3,0.53,6.62,0
2024040606,3,13863,9,4.15,6.45,1
2024040606,4,13864,4,3.69,13.73,0
2024040606,5,13865,10,2.68,11.89,1
2024040606,6,13866,6,0.67,3.63,0
2024040607,1,13867,7,3.67,5.47,0
2024040607,2,13868,10,3.14,12.87,1
2024040607,3,13869,6,2.29,11.5,0
2024040607,4,13870,1,4.0,2.45,0
2024040607,5,13871,6,3.02,6.71,0
2024040607,6,13872,11,1.37,7.87,1
2024040608,1,13873,6,0.29,13.0,0
2024040608,2,13874,5,3.44,12.94,0
2024040608,3,13875,3,1.22,3.11,0
2024040608,4,13876,10,1.33,9.2,1
2024040608,5,13877,3,2.08,14.2,0
2024040608,6,13878,11,3.4,2.07,1
2024040609,1,13879,10,4.17,6.02,1
2024040609,2,13880,7,1.05,5.72,0
2024040609,3,13881,8,3.98,3.4,1
2024040609,4,13882,3,2.76,14.7,0
2024040609,5,13883,3,3.86,10.91,0
2024040609,6,13884,7,3.83,10.58,0
2024040610,1,13885,10,1.83,1.69,1
2024040610,2,13886,7,3.08,6.38,0
2024040610,3,13887,11,4.27,9.71,1
2024040610,4,13888,9,3.06,7.81,1
2024040610,5,13889,6,2.12,11.15,0
2024040610,6,13890,7,1.74,12.58,0
2024040611,1,13891,11,0.73,11.66,1
2024040611,2,13892,10,4.49,14.21,1
2024040611,3,13893,1,2.99,8.75,0
2024040611,4,13894,7,1.32,12.94,0
2024040611,5,13895,2,0.43,14.77,0
2024040611,6,13896,7,3.42,8.15,0
2024040612,1,13897,3,3.86,1.2,0
2024040612,2,13898,9,1.98,5.57,1
2024040612,3,13899,5,4.31,8.53,0
2024040612,4,13900,7,1.55,10.53,0
2024040612,5,13901,8,3.43,9.29,1
2024040612,6,13902,2,1.26,10.07,0
2024040613,1,13903,11,1.58,11.12,1
2024040613,2,13904,1,2.76,7.95,0
2024040613,3,13905,7,0.26,12.59,0
2024040613,4,13906,6,1.03,10.32,0
2024040613,5,13907,6,0.88,11.86,0
2024040613,6,13908,2,1.54,10.25,0
2024040614,1,13909,3,3.52,2.51,0
2024040614,2,13910,4,4.09,3.17,0
2024040614,3,13911,3,0.16,3.38,0
2024040614,4,13912,2,1.23,1.68,0
2024040614,5,13913,3,0.21,4.06,0
2024040614,6,13914,6,3.89,8.84,0
2024040615,1,13915,9,0.97,1.84,1
2024040615,2,13916,4,3.49,4.97,0
2024040615,3,13917,6,0.25,9.72,0
2024040615,4,13918,1,1.85,3.8,0
2024040615,5,13919,6,1.68,3.77,0
2024040615,6,13920,3,1.55,12.58,0
2024040616,1,13921,9,2.61,8.69,1
2024040616,2,13922,4,1.82,5.39,0
2024040616,3,13923,7,1.87,8.68,0
2024040616,4,13924,4,0.93,6.99,0
2024040616,5,13925,11,1.92,14.31,1
2024040616,6,13926,6,3.36,3.82,0
2024040617,1,13927,7,1.52,10.3,0
2024040617,2,13928,2,3.87,13.78,0
2024040617,3,13929,10,0.83,11.1,1
2024040617,4,13930,6,3.83,6.42,0
2024040617,5,13931,8,2.81,11.45,1
2024040617,6,13932,6,1.96,4.25,0
2024040618,1,13933,2,0.26,11.04,0
2024040618,2,13934,4,0.66,12.01,0
2024040618,3,13935,1,1.92,6.26,0
2024040618,4,13936,7,3.96,8.77,0
2024040618,5,13937,8,4.31,8.9,1
2024040618,6,13938,10,4.19,8.78,1
2024040619,1,13939,2,1.31,3.8,0
2024040619,2,13940,10,1.23,9.84,1
2024040619,3,13941,5,3.35,6.69,0
2024040619,4,13942,11,4.24,2.87,1
2024040619,5,13943,8,0.69,1.78,1
2024040619,6,13944,11,1.76,12.53,1
2024040620,1,13945,8,3.78,11.63,1
2024040620,2,13946,5,2.26,14.04,0
2024040620,3,13947,8,3.81,7.69,1
2024040620,4,13948,6,0.61,9.59,0
2024040620,5,13949,5,3.52,1.89,0
2024040620,6,13950,11,1.81,5.21,1
2024040621,1,13951,4,3.15,11.52,0
2024040621,2,13952,5,1.39,4.86,0
2024040621,3,13953,4,3.14,2.57,0
2024040621,4,13954,1,3.19,1.87,0
2024040621,5,13955,3,1.95,7.35,0
2024040621,6,13956,8,4.36,13.25,1
2024040622,1,13957,7,0.1,6.17,0
2024040622,2,13958,7,3.07,10.34,0
2024040622,3,13959,11,4.1,7.03,1
2024040622,4,13960,3,3.87,12.01,0
2024040622,5,13961,9,2.58,12.25,1
2024040622,6,13962,6,4.04,14.25,0
2024040623,1,13963,8,0.57,5.73,1
2024040623,2,13964,8,2.49,7.6,1
2024040623,3,13965,3,4.42,10.04,0
2024040623,4,13966,4,4.46,8.01,0
2024040623,5,13967,6,3.09,2.18,0
2024040623,6,13968,2,0.84,10.05,0
2024040700,1,13969,11,0.6,2.54,1
2024040700,2,13970,7,4.16,12.77,0
2024040700,3,13971,2,3.97,2.16,0
2024040700,4,13972,11,1.49,11.94,1
2024040700,5,13973,5,4.2,3.11,0
2024040700,6,13974,4,0.67,11.37,0
2024040701,1,13975,9,1.4,1.32,1
2024040701,2,13976,2,2.93,2.56,0
2024040701,3,13977,7,0.85,1.29,0
2024040701,4,13978,7,4.45,3.55,0
2024040701,5,13979,7,1.08,1.0,0
2024040701,6,13980,1,1.18,2.21,0
2024040702,1,13981,8,2.19,1.35,1
2024040702,2,13982,2,3.53,7.08,0
2024040702,3,13983,5,0.63,3.2,0
2024040702,4,13984,2,3.04,5.02,0
2024040702,5,13985,5,0.54,4.68,0
2024040702,6,13986,7,0.52,12.63,0
2024040703,1,13987,6,0.28,3.29,0
2024040703,2,13988,5,2.5,7.99,0
2024040703,3,13989,4,2.02,1.97,0
2024040703,4,13990,8,1.45,6.75,1
2024040703,5,13991,11,2.42,12.26,1
2024040703,6,13992,8,2.31,8.23,1
2024040704,1,13993,1,2.19,4.62,0
2024040704,2,13994,10,0.86,6.71,1
2024040704,3,13995,2,4.05,8.78,0
2024040704,4,13996,3,2.83,13.67,0
2024040704,5,13997,1,0.66,12.73,0
2024040704,6,13998,11,1.22,14.46,1
2024040705,1,13999,3,3.46,3.5,0
2024040705,2,14000,10,3.52,3.78,1
2024040705,3,14001,8,3.29,2.4,1
2024040705,4,14002,4,3.58,8.12,0
2024040705,5,14003,7,2.73,3.53,0
2024040705,6,14004,7,1.37,10.64,0
2024040706,1,14005,11,1.67,14.39,1
2024040706,2,14006,5,2.34,8.95,0
2024040706,3,14007,1,1.18,11.05,0
2024040706,4,14008,10,3.85,3.8,1
2024040706,5,14009,4,3.39,12.43,0
2024040706,6,14010,7,4.41,12.99,0
2024040707,1,14011,5,1.93,13.38,0
2024040707,2,14012,2,3.93,13.12,0
2024040707,3,14013,8,3.53,5.36,1
2024040707,4,14014,2,3.76,8.39,0
2024040707,5,14015,11,3.13,5.33,1
2024040707,6,14016,8,1.64,13.3,1
2024040708,1,14017,11,1.17,13.72,1
2024040708,2,14018,2,1.3,10.44,0
2024040708,3,14019,11,2.59,4.08,1
2024040708,4,14020,5,3.97,2.58,0
2024040708,5,14021,4,2.08,13.66,0
2024040708,6,14022,1,2.73,5.99,0
2024040709,1,14023,8,3.33,10.1,1
2024040709,2,14024,10,3.86,12.44,1
2024040709,3,14025,3,2.95,10.36,0
2024040709,4,14026,4,2.87,14.84,0
2024040709,5,14027,4,4.45,9.04,0
2024040709,6,14028,5,3.89,8.84,0
2024040710,1,14029,3,3.33,9.63,0
2024040710,2,14030,9,3.76,8.47,1
2024040710,3,14031,4,4.5,11.88,0
2024040710,4,14032,10,2.33,14.13,1
2024040710,5,14033,11,3.2,13.68,1
2024040710,6,14034,11,3.68,7.92,1
2024040711,1,14035,4,2.05,13.98,0
2024040711,2,14036,6,4.3,3.02,0
2024040711,3,14037,8,1.78,8.78,1
2024040711,4,14038,7,1.17,8.12,0
2024040711,5,14039,4,3.08,3.96,0
2024040711,6,14040,4,0.46,14.76,0
2024040712,1,14041,5,0.66,14.42,0
2024040712,2,14042,10,4.37,1.03,1
2024040712,3,14043,5,1.34,8.53,0
2024040712,4,14044,1,0.25,3.13,0
2024040712,5,14045,8,2.19,5.76,1
2024040712,6,14046,10,3.92,5.65,1
2024040713,1,14047,5,1.57,5.82,0
2024040713,2,14048,3,1.95,9.05,0
2024040713,3,14049,3,0.79,8.2,0
2024040713,4,14050,4,1.62,7.5,0
2024040713,5,14051,7,4.35,8.31,0
2024040713,6,14052,5,3.96,9.37,0
2024040714,1,14053,1,3.36,4.53,0
2024040714,2,14054,5,3.56,12.41,0
2024040714,3,14055,5,3.05,8.73,0
2024040714,4,14056,6,0.62,4.69,0
2024040714,5,14057,7,0.62,3.4,0
2024040714,6,14058,5,2.46,11.72,0
2024040715,1,14059,11,2.72,8.36,1
2024040715,2,14060,2,4.38,3.59,0
2024040715,3,14061,2,2.09,12.74,0
2024040715,4,14062,4,4.14,10.81,0
2024040715,5,14063,1,4.46,5.58,0
2024040715,6,14064,7,3.82,4.89,0
2024040716,1,14065,1,1.86,4.08,0
2024040716,2,14066,3,3.42,2.0,0
2024040716,3,14067,10,2.5,14.22,1
2024040716,4,14068,7,0.97,14.4,0
2024040716,5,14069,11,0.67,6.66,1
2024040716,6,14070,6,0.41,2.31,0
2024040717,1,14071,7,1.54,5.77,0
2024040717,2,14072,5,3.13,6.04,0
2024040717,3,14073,8,4.12,4.63,1
2024040717,4,14074,6,1.51,2.4,0
2024040717,5,14075,4,2.44,2.42,0
2024040717,6,14076,11,2.16,14.14,1
2024040718,1,14077,1,0.58,12.12,0
2024040718,2,14078,2,3.45,4.26,0
2024040718,3,14079,6,2.39,10.99,0
2024040718,4,14080,4,4.14,1.79,0
2024040718,5,14081,3,3.78,4.55,0
2024040718,6,14082,7,1.32,10.65,0
2024040719,1,14083,7,1.48,9.74,0
2024040719,2,14084,2,2.46,9.75,0
2024040719,3,14085,8,0.65,6.24,1
2024040719,4,14086,11,1.2,5.51,1
2024040719,5,14087,1,3.71,6.52,0
2024040719,6,14088,11,0.77,5.01,1
2024040720,1,14089,10,2.5,2.19,1
2024040720,2,14090,7,1.83,3.82,0
2024040720,3,14091,10,0.98,1.64,1
2024040720,4,14092,1,4.37,3.4,0
2024040720,5,14093,3,3.73,4.98,0
2024040720,6,14094,3,1.27,5.86,0
2024040721,1,14095,10,3.56,14.16,1
2024040721,2,14096,2,0.13,12.27,0
2024040721,3,14097,10,1.32,8.15,1
2024040721,4,14098,5,0.58,10.22,0
2024040721,5,14099,4,1.97,3.41,0
2024040721,6,14100,6,2.91,8.58,0
2024040722,1,14101,2,0.85,12.24,0
2024040722,2,14102,4,1.15,3.2,0
2024040722,3,14103,7,1.83,11.93,0
2024040722,4,14104,1,2.88,7.25,0
2024040722,5,14105,11,1.47,3.81,1
2024040722,6,14106,3,2.75,1.71,0
2024040723,1,14107,1,1.64,14.38,0
2024040723,2,14108,2,1.23,3.44,0
2024040723,3,14109,9,3.86,12.31,1
2024040723,4,14110,10,1.79,8.54,1
2024040723,5,14111,5,4.14,13.89,0
2024040723,6,14112,4,1.44,12.51,0
2024040800,1,14113,4,2.49,4.39,0
2024040800,2,14114,8,0.34,14.86,1
2024040800,3,14115,3,3.09,6.48,0
2024040800,4,14116,4,3.6,12.39,0
2024040800,5,14117,2,4.37,14.79,0
2024040800,6,14118,6,3.78,5.28,0
2024040801,1,14119,9,1.48,11.44,1
2024040801,2,14120,4,2.55,3.42,0
2024040801,3,14121,11,2.7,9.34,1
2024040801,4,14122,6,0.35,6.79,0
2024040801,5,14123,4,0.42,5.57,0
2024040801,6,14124,2,1.53,2.32,0
2024040802,1,14125,6,3.38,3.29,0
2024040802,2,14126,7,1.36,14.21,0
2024040802,3,14127,4,3.95,9.66,0
2024040802,4,14128,11,2.94,3.14,1
2024040802,5,14129,7,2.16,7.71,0
2024040802,6,14130,11,2.48,11.29,1
2024040803,1,14131,8,1.56,12.26,1
2024040803,2,14132,11,4.39,11.28,1
2024040803,3,14133,3,0.87,3.23,0
2024040803,4,14134,2,3.89,13.95,0
2024040803,5,14135,5,3.08,7.96,0
2024040803,6,14136,2,3.23,10.73,0
2024040804,1,14137,10,3.78,4.95,1
2024040804,2,14138,5,0.7,9.91,0
2024040804,3,14139,10,3.16,8.38,1
2024040804,4,14140,6,3.52,3.79,0
2024040804,5,14141,8,4.43,13.58,1
2024040804,6,14142,6,3.39,9.92,0
2024040805,1,14143,4,4.29,5.68,0
2024040805,2,14144,3,3.84,9.51,0
2024040805,3,14145,2,3.95,13.16,0
2024040805,4,14146,1,4.13,8.77,0
2024040805,5,14147,2,2.44,6.86,0
2024040805,6,14148,2,3.23,10.05,0
2024040806,1,14149,5,0.65,5.76,0
2024040806,2,14150,9,1.67,8.72,1
2024040806,3,14151,1,3.97,6.99,0
2024040806,4,14152,4,4.4,4.15,0
2024040806,5,14153,10,0.59,3.43,1
2024040806,6,14154,7,2.68,7.79,0
2024040807,1,14155,11,3.33,4.11,1
2024040807,2,14156,10,2.37,9.45,1
2024040807,3,14157,3,1.13,13.79,0
2024040807,4,14158,8,0.28,7.4,1
2024040807,5,14159,3,4.29,13.25,0
2024040807,6,14160,8,1.14,14.09,1
2024040808,1,14161,2,1.42,9.39,0
2024040808,2,14162,5,2.93,9.18,0
2024040808,3,14163,4,1.99,10.84,0
2024040808,4,14164,11,1.96,2.96,1
2024040808,5,14165,9,0.46,9.54,1
2024040808,6,14166,3,4.46,8.82,0
2024040809,1,14167,11,1.35,4.18,1
2024040809,2,14168,5,0.58,10.86,0
2024040809,3,14169,10,3.1,12.23,1
2024040809,4,14170,9,3.41,4.16,1
2024040809,5,14171,6,0.21,1.42,0
2024040809,6,14172,2,1.28,8.3,0
2024040810,1,14173,1,0.96,3.43,0
2024040810,2,14174,11,3.57,1.44,1
2024040810,3,14175,1,0.91,6.85,0
2024040810,4,14176,7,1.14,8.84,0
2024040810,5,14177,2,4.44,11.54,0
2024040810,6,14178,7,3.19,6.1,0
2024040811,1,14179,1,1.81,3.98,0
2024040811,2,14180,4,3.42,5.59,0
2024040811,3,14181,10,2.15,8.01,1
2024040811,4,14182,11,1.04,10.4,1
2024040811,5,14183,4,2.25,9.91,0
2024040811,6,14184,5,3.5,8.41,0
2024040812,1,14185,10,0.88,4.58,1
2024040812,2,14186,1,2.24,8.87,0
2024040812,3,14187,7,0.63,10.64,0
2024040812,4,14188,11,3.81,13.52,1
2024040812,5,14189,2,3.7,1.04,0
2024040812,6,14190,11,3.06,9.17,1
2024040813,1,14191,11,4.15,9.7,1
2024040813,2,14192,2,1.86,3.98,0
2024040813,3,14193,8,0.68,8.83,1
2024040813,4,14194,9,4.39,11.41,1
2024040813,5,14195,6,2.36,12.64,0
2024040813,6,14196,11,2.19,10.22,1
2024040814,1,14197,1,0.38,14.65,0
2024040814,2,14198,1,2.61,12.67,0
2024040814,3,14199,11,2.94,6.52,1
2024040814,4,14200,7,2.18,13.19,0
2024040814,5,14201,8,4.11,3.97,1
2024040814,6,14202,3,3.37,10.88,0
2024040815,1,14203,9,0.27,3.35,1
2024040815,2,14204,4,2.49,14.61,0
2024040815,3,14205,4,4.47,9.97,0
2024040815,4,14206,3,0.98,11.43,0
2024040815,5,14207,8,2.82,9.64,1
2024040815,6,14208,9,1.3,7.14,1
2024040816,1,14209,1,1.73,5.88,0
2024040816,2,14210,2,0.25,4.93,0
2024040816,3,14211,1,3.13,12.07,0
2024040816,4,14212,4,3.47,4.23,0
2024040816,5,14213,10,3.5,12.97,1
2024040816,6,14214,7,4.37,11.59,0
2024040817,1,14215,7,3.79,6.71,0
2024040817,2,14216,6,1.01,9.98,0
2024040817,3,14217,11,1.11,12.33,1
2024040817,4,14218,5,3.48,1.23,0
2024040817,5,14219,11,3.52,4.79,1
2024040817,6,14220,4,0.64,14.59,0
2024040818,1,14221,8,0.13,6.69,1
2024040818,2,14222,7,1.87,10.76,0
2024040818,3,14223,11,3.16,3.55,1
2024040818,4,14224,11,3.91,6.18,1
2024040818,5,14225,10,0.83,12.24,1
2024040818,6,14226,1,3.69,7.54,0
2024040819,1,14227,6,3.11,13.59,0
2024040819,2,14228,2,0.83,1.24,0
2024040819,3,14229,4,3.94,8.67,0
2024040819,4,14230,5,4.21,12.26,0
2024040819,5,14231,8,1.27,6.69,1
2024040819,6,14232,6,0.75,4.85,0
2024040820,1,14233,11,4.36,4.49,1
2024040820,2,14234,2,0.2,6.16,0
2024040820,3,14235,5,4.27,11.38,0
2024040820,4,14236,5,1.05,3.5,0
2024040820,5,14237,6,2.03,9.23,0
2024040820,6,14238,1,1.46,1.31,0
2024040821,1,14239,8,0.78,2.41,1
2024040821,2,14240,3,1.65,3.98,0
2024040821,3,14241,5,2.47,8.51,0
2024040821,4,14242,7,0.51,11.75,0
2024040821,5,14243,3,3.66,2.86,0
2024040821,6,14244,10,3.62,9.09,1
2024040822,1,14245,6,3.61,11.07,0
2024040822,2,14246,5,3.12,12.87,0
2024040822,3,14247,7,2.1,4.36,0
2024040822,4,14248,10,3.77,2.93,1
2024040822,5,14249,11,3.85,9.64,1
2024040822,6,14250,3,1.36,6.13,0
2024040823,1,14251,2,2.22,9.7,0
2024040823,2,14252,4,0.99,4.44,0
2024040823,3,14253,3,1.23,4.27,0
2024040823,4,14254,4,1.15,11.69,0
2024040823,5,14255,7,3.74,4.95,0
2024040823,6,14256,5,1.2,14.35,0
2024040900,1,14257,4,2.5,11.32,0
2024040900,2,14258,6,2.86,14.25,0
2024040900,3,14259,7,3.38,9.99,0
2024040900,4,14260,11,0.23,11.96,1
2024040900,5,14261,5,2.19,6.41,0
2024040900,6,14262,7,1.39,14.89,0
2024040901,1,14263,3,3.77,4.76,0
2024040901,2,14264,7,0.26,2.19,0
2024040901,3,14265,3,1.01,13.22,0
2024040901,4,14266,6,1.49,8.78,0
2024040901,5,14267,8,0.44,6.74,1
2024040901,6,14268,6,1.84,5.45,0
2024040902,1,14269,10,3.37,14.41,1
2024040902,2,14270,11,1.03,13.85,1
2024040902,3,14271,3,3.42,13.14,0
2024040902,4,14272,5,2.43,9.96,0
2024040902,5,14273,9,1.62,4.25,1
2024040902,6,14274,8,1.72,13.07,1
2024040903,1,14275,6,0.61,13.72,0
2024040903,2,14276,9,1.2,5.58,1
2024040903,3,14277,2,3.32,9.88,0
2024040903,4,14278,11,3.9,1.01,1
2024040903,5,14279,9,1.27,12.0,1
2024040903,6,14280,10,2.69,11.03,1
2024040904,1,14281,10,0.25,3.79,1
2024040904,2,14282,6,0.44,4.42,0
2024040904,3,14283,9,4.34,7.7,1
2024040904,4,14284,4,4.04,10.22,0
2024040904,5,14285,5,0.46,11.26,0
2024040904,6,14286,2,3.72,1.3,0
2024040905,1,14287,3,0.55,1.54,0
2024040905,2,14288,1,3.75,9.15,0
2024040905,3,14289,4,4.12,4.06,0
2024040905,4,14290,2,0.77,7.1,0
2024040905,5,14291,2,0.75,1.28,0
2024040905,6,14292,1,4.18,7.86,0
2024040906,1,14293,10,1.43,1.16,1
2024040906,2,14294,2,2.18,14.85,0
2024040906,3,14295,4,1.44,3.14,0
2024040906,4,14296,6,3.4,12.3,0
2024040906,5,14297,7,1.03,6.03,0
2024040906,6,14298,7,2.27,4.57,0
2024040907,1,14299,7,3.84,2.88,0
2024040907,2,14300,4,4.25,13.2,0
2024040907,3,14301,5,1.65,5.51,0
2024040907,4,14302,11,0.6,11.36,1
