time_key,port_key,op_id,berth_occupancy_rate,crane_efficiency,customs_time_hours,cargo_category,truck_queue_length
2024030800,1,9649,56.73,20,23.15,Container,82
2024030800,2,9650,56.81,7,1.67,Container,91
2024030800,3,9651,32.94,20,9.99,Bulk,91
2024030800,4,9652,39.3,10,1.14,Container,65
2024030800,5,9653,86.77,13,16.33,Oil,21
2024030800,6,9654,93.29,13,4.88,Container,28
2024030801,1,9655,43.16,14,11.87,Bulk,39
2024030801,2,9656,81.29,10,23.88,Oil,39
2024030801,3,9657,92.64,17,21.73,Bulk,15
2024030801,4,9658,58.12,21,11.17,Container,40
2024030801,5,9659,80.1,20,23.21,Oil,60
2024030801,6,9660,70.35,7,20.18,Container,63
2024030802,1,9661,44.68,6,11.83,Container,12
2024030802,2,9662,69.43,21,18.68,Container,62
2024030802,3,9663,72.47,19,5.26,Container,75
2024030802,4,9664,92.92,6,19.7,Container,62
2024030802,5,9665,38.3,18,13.6,Bulk,9
2024030802,6,9666,84.89,11,1.27,Container,90
2024030803,1,9667,55.56,13,9.95,Container,11
2024030803,2,9668,85.14,12,4.17,Oil,19
2024030803,3,9669,40.33,20,21.85,Container,87
2024030803,4,9670,55.51,14,10.76,Oil,78
2024030803,5,9671,80.05,22,14.22,Bulk,53
2024030803,6,9672,50.12,16,20.96,Container,46
2024030804,1,9673,51.59,21,11.16,Oil,60
2024030804,2,9674,91.51,21,23.55,Oil,67
2024030804,3,9675,38.09,6,22.99,Container,75
2024030804,4,9676,64.26,8,2.66,Bulk,58
2024030804,5,9677,66.58,23,15.18,Oil,97
2024030804,6,9678,64.04,13,1.38,Oil,24
2024030805,1,9679,59.65,23,11.52,Oil,17
2024030805,2,9680,77.45,17,7.24,Container,43
2024030805,3,9681,92.84,17,8.01,Oil,2
2024030805,4,9682,37.87,17,18.45,Bulk,94
2024030805,5,9683,49.57,20,15.42,Oil,60
2024030805,6,9684,55.78,20,9.16,Bulk,76
2024030806,1,9685,59.79,21,12.21,Container,11
2024030806,2,9686,85.91,8,16.3,Container,38
2024030806,3,9687,76.12,20,16.95,Bulk,78
2024030806,4,9688,91.17,16,20.9,Bulk,82
2024030806,5,9689,53.52,21,1.01,Container,91
2024030806,6,9690,57.88,9,22.1,Bulk,12
2024030807,1,9691,52.63,17,9.15,Oil,74
2024030807,2,9692,36.38,14,2.82,Oil,38
2024030807,3,9693,61.3,13,2.32,Container,5
2024030807,4,9694,68.66,23,9.32,Container,4
2024030807,5,9695,61.19,21,10.17,Bulk,64
2024030807,6,9696,83.72,24,11.23,Container,48
2024030808,1,9697,49.66,6,20.13,Container,11
2024030808,2,9698,88.63,14,21.23,Oil,0
2024030808,3,9699,42.12,18,5.96,Container,18
2024030808,4,9700,72.75,22,21.6,Bulk,5
2024030808,5,9701,59.74,22,4.96,Container,18
2024030808,6,9702,63.08,22,10.05,Container,7
2024030809,1,9703,54.13,17,4.75,Oil,85
2024030809,2,9704,41.09,16,5.78,Oil,43
2024030809,3,9705,42.13,13,19.75,Oil,60
2024030809,4,9706,37.29,13,14.14,Bulk,22
2024030809,5,9707,44.29,18,15.17,Bulk,87
2024030809,6,9708,31.21,12,13.98,Container,5
2024030810,1,9709,33.69,22,23.43,Bulk,99
2024030810,2,9710,54.35,16,11.31,Bulk,51
2024030810,3,9711,30.22,9,3.44,Oil,84
2024030810,4,9712,88.34,12,22.14,Bulk,66
2024030810,5,9713,86.17,8,10.1,Container,12
2024030810,6,9714,77.13,6,14.2,Bulk,73
2024030811,1,9715,87.13,10,18.03,Oil,63
2024030811,2,9716,90.19,5,5.93,Bulk,45
2024030811,3,9717,52.61,16,6.8,Bulk,53
2024030811,4,9718,56.07,16,10.3,Oil,95
2024030811,5,9719,90.39,10,19.46,Container,85
2024030811,6,9720,65.97,18,6.69,Bulk,1
2024030812,1,9721,71.33,11,10.2,Bulk,38
2024030812,2,9722,85.87,15,18.86,Oil,64
2024030812,3,9723,94.44,23,8.17,Bulk,65
2024030812,4,9724,68.8,21,4.93,Oil,42
2024030812,5,9725,85.76,14,15.39,Container,53
2024030812,6,9726,88.72,14,14.47,Container,5
2024030813,1,9727,93.59,10,13.72,Oil,95
2024030813,2,9728,44.75,23,11.63,Bulk,26
2024030813,3,9729,62.01,5,3.5,Bulk,87
2024030813,4,9730,56.1,18,22.45,Oil,89
2024030813,5,9731,30.4,10,2.74,Bulk,64
2024030813,6,9732,38.93,20,19.29,Container,25
2024030814,1,9733,34.96,12,14.72,Container,64
2024030814,2,9734,75.52,19,6.08,Bulk,22
2024030814,3,9735,92.89,9,11.43,Oil,88
2024030814,4,9736,46.16,10,16.09,Bulk,25
2024030814,5,9737,86.39,10,4.69,Container,77
2024030814,6,9738,90.23,11,15.12,Bulk,75
2024030815,1,9739,55.59,18,10.95,Container,93
2024030815,2,9740,40.56,8,13.74,Container,36
2024030815,3,9741,91.59,24,5.19,Bulk,82
2024030815,4,9742,93.3,12,1.36,Oil,2
2024030815,5,9743,91.68,11,12.41,Container,45
2024030815,6,9744,35.74,11,9.02,Bulk,31
2024030816,1,9745,31.16,18,18.16,Oil,62
2024030816,2,9746,55.72,9,1.3,Oil,17
2024030816,3,9747,83.57,11,22.19,Bulk,67
2024030816,4,9748,64.74,11,9.86,Bulk,15
2024030816,5,9749,56.78,16,5.74,Bulk,39
2024030816,6,9750,72.53,12,21.17,Oil,26
2024030817,1,9751,80.22,11,10.81,Container,76
2024030817,2,9752,54.42,23,12.52,Oil,55
2024030817,3,9753,35.33,9,4.56,Bulk,91
2024030817,4,9754,91.26,13,7.58,Container,51
2024030817,5,9755,65.94,14,22.68,Bulk,13
2024030817,6,9756,40.79,21,23.88,Bulk,5
2024030818,1,9757,43.39,17,5.16,Oil,14
2024030818,2,9758,74.8,17,23.11,Container,2
2024030818,3,9759,30.46,10,2.47,Container,21
2024030818,4,9760,78.64,7,8.72,Oil,47
2024030818,5,9761,92.8,11,22.7,Bulk,39
2024030818,6,9762,69.66,16,5.06,Container,50
2024030819,1,9763,78.4,13,13.77,Bulk,12
2024030819,2,9764,83.2,18,19.81,Bulk,94
2024030819,3,9765,73.76,9,1.93,Container,20
2024030819,4,9766,64.53,18,7.11,Oil,27
2024030819,5,9767,82.11,6,20.5,Oil,12
2024030819,6,9768,42.74,18,14.23,Bulk,94
2024030820,1,9769,75.65,21,2.57,Bulk,34
2024030820,2,9770,45.86,13,2.32,Container,99
2024030820,3,9771,87.05,16,17.77,Bulk,17
2024030820,4,9772,87.69,10,4.35,Oil,70
2024030820,5,9773,69.5,14,23.38,Container,2
2024030820,6,9774,63.82,24,13.62,Oil,36
2024030821,1,9775,57.76,16,10.76,Container,45
2024030821,2,9776,92.96,13,16.79,Container,76
2024030821,3,9777,31.79,6,22.11,Container,60
2024030821,4,9778,53.9,23,15.35,Oil,88
2024030821,5,9779,43.33,22,9.03,Bulk,51
2024030821,6,9780,50.07,21,6.28,Container,93
2024030822,1,9781,63.86,17,5.09,Bulk,45
2024030822,2,9782,76.67,24,5.75,Oil,89
2024030822,3,9783,69.66,11,3.69,Bulk,58
2024030822,4,9784,81.32,24,6.18,Container,2
2024030822,5,9785,78.29,8,14.53,Oil,18
2024030822,6,9786,44.37,22,11.66,Bulk,48
2024030823,1,9787,47.27,20,22.71,Oil,78
2024030823,2,9788,49.26,23,17.34,Oil,13
2024030823,3,9789,51.51,5,7.21,Oil,48
2024030823,4,9790,67.8,5,8.36,Container,59
2024030823,5,9791,90.85,18,5.33,Oil,81
2024030823,6,9792,82.43,7,14.88,Container,27
2024030900,1,9793,67.81,23,2.11,Oil,53
2024030900,2,9794,49.81,21,10.38,Oil,79
2024030900,3,9795,35.07,21,5.55,Container,86
2024030900,4,9796,74.99,15,15.57,Bulk,12
2024030900,5,9797,33.04,16,17.52,Oil,56
2024030900,6,9798,36.73,10,19.84,Container,53
2024030901,1,9799,90.03,20,12.79,Oil,86
2024030901,2,9800,43.18,8,18.88,Bulk,85
2024030901,3,9801,77.86,23,3.01,Container,34
2024030901,4,9802,58.99,18,16.56,Oil,79
2024030901,5,9803,57.65,6,6.95,Container,98
2024030901,6,9804,35.77,9,1.19,Oil,76
2024030902,1,9805,67.66,20,11.42,Oil,73
2024030902,2,9806,82.72,22,11.5,Oil,66
2024030902,3,9807,61.25,6,16.84,Container,39
2024030902,4,9808,64.21,14,20.47,Container,16
2024030902,5,9809,63.77,9,2.52,Container,1
2024030902,6,9810,38.81,21,13.45,Bulk,57
2024030903,1,9811,39.53,24,9.81,Bulk,14
2024030903,2,9812,59.83,5,12.0,Container,67
2024030903,3,9813,76.25,9,8.06,Container,50
2024030903,4,9814,70.82,17,1.43,Container,80
2024030903,5,9815,53.18,12,17.22,Oil,38
2024030903,6,9816,55.74,18,11.8,Oil,79
2024030904,1,9817,94.17,23,8.05,Container,18
2024030904,2,9818,56.33,14,2.69,Oil,50
2024030904,3,9819,45.96,23,16.62,Container,1
2024030904,4,9820,55.03,13,5.36,Container,89
2024030904,5,9821,68.87,21,2.93,Oil,90
2024030904,6,9822,38.84,16,1.83,Container,29
2024030905,1,9823,42.63,14,19.27,Oil,50
2024030905,2,9824,40.4,23,8.24,Container,83
2024030905,3,9825,65.56,7,11.75,Bulk,37
2024030905,4,9826,54.04,6,15.95,Container,70
2024030905,5,9827,85.89,24,13.06,Bulk,74
2024030905,6,9828,45.09,16,11.36,Oil,64
2024030906,1,9829,74.55,21,19.65,Container,71
2024030906,2,9830,68.25,6,3.86,Bulk,13
2024030906,3,9831,31.49,16,21.16,Bulk,1
2024030906,4,9832,52.4,10,13.14,Oil,92
2024030906,5,9833,40.64,10,9.31,Oil,21
2024030906,6,9834,51.47,18,5.2,Container,0
2024030907,1,9835,45.03,17,11.21,Bulk,31
2024030907,2,9836,79.14,17,3.13,Bulk,17
2024030907,3,9837,93.73,16,11.11,Bulk,38
2024030907,4,9838,45.22,11,15.84,Bulk,40
2024030907,5,9839,80.92,20,3.81,Bulk,68
2024030907,6,9840,30.43,18,21.03,Oil,17
2024030908,1,9841,35.55,21,20.03,Oil,93
2024030908,2,9842,53.75,7,3.37,Container,20
2024030908,3,9843,44.79,14,20.76,Container,4
2024030908,4,9844,43.96,20,18.21,Bulk,11
2024030908,5,9845,50.18,11,17.16,Oil,49
2024030908,6,9846,81.83,21,22.66,Oil,9
2024030909,1,9847,40.27,23,23.34,Container,88
2024030909,2,9848,49.41,9,11.25,Oil,84
2024030909,3,9849,80.91,13,6.96,Bulk,46
2024030909,4,9850,82.4,22,17.5,Container,8
2024030909,5,9851,32.71,9,10.52,Container,37
2024030909,6,9852,56.26,22,16.1,Oil,91
2024030910,1,9853,58.7,19,14.98,Container,11
2024030910,2,9854,93.37,6,15.63,Oil,33
2024030910,3,9855,73.54,17,1.05,Oil,3
2024030910,4,9856,43.88,20,2.21,Container,34
2024030910,5,9857,49.6,9,15.91,Bulk,6
2024030910,6,9858,75.1,8,18.0,Container,79
2024030911,1,9859,73.56,12,22.0,Oil,81
2024030911,2,9860,34.37,9,3.73,Container,19
2024030911,3,9861,83.58,8,10.18,Bulk,96
2024030911,4,9862,79.92,23,16.16,Bulk,73
2024030911,5,9863,49.12,13,13.33,Bulk,5
2024030911,6,9864,46.14,17,12.19,Oil,40
2024030912,1,9865,39.81,21,7.8,Container,21
2024030912,2,9866,58.95,18,17.88,Oil,59
2024030912,3,9867,55.07,8,16.95,Container,38
2024030912,4,9868,30.74,9,20.63,Bulk,83
2024030912,5,9869,85.87,11,10.39,Container,80
2024030912,6,9870,51.67,6,21.48,Oil,72
2024030913,1,9871,41.72,6,9.84,Bulk,78
2024030913,2,9872,61.54,13,4.26,Oil,72
2024030913,3,9873,83.47,21,12.05,Oil,72
2024030913,4,9874,83.67,8,23.89,Oil,35
2024030913,5,9875,52.36,22,21.05,Oil,16
2024030913,6,9876,71.35,8,1.01,Oil,5
2024030914,1,9877,75.55,9,1.57,Container,6
2024030914,2,9878,36.02,9,12.78,Bulk,57
2024030914,3,9879,44.41,20,2.02,Oil,58
2024030914,4,9880,55.32,24,13.92,Container,10
2024030914,5,9881,40.92,20,18.29,Bulk,59
2024030914,6,9882,92.25,15,8.96,Bulk,11
2024030915,1,9883,85.48,22,23.72,Bulk,78
2024030915,2,9884,85.42,6,18.04,Oil,25
2024030915,3,9885,77.85,6,11.49,Bulk,92
2024030915,4,9886,93.23,6,17.29,Oil,55
2024030915,5,9887,72.33,13,10.05,Oil,5
2024030915,6,9888,33.2,5,23.97,Container,86
2024030916,1,9889,94.49,7,6.66,Bulk,73
2024030916,2,9890,47.7,21,22.44,Oil,90
2024030916,3,9891,75.73,17,20.53,Oil,86
2024030916,4,9892,35.66,13,22.3,Bulk,5
2024030916,5,9893,75.34,5,19.8,Bulk,4
2024030916,6,9894,91.87,10,22.68,Bulk,34
2024030917,1,9895,42.11,14,13.01,Oil,79
2024030917,2,9896,52.23,8,23.97,Bulk,72
2024030917,3,9897,84.54,22,14.22,Container,15
2024030917,4,9898,60.89,15,18.19,Oil,80
2024030917,5,9899,57.98,9,11.55,Bulk,39
2024030917,6,9900,60.45,13,12.61,Oil,91
2024030918,1,9901,44.79,20,4.36,Oil,97
2024030918,2,9902,74.62,17,21.8,Oil,29
2024030918,3,9903,76.26,21,23.26,Bulk,72
2024030918,4,9904,76.06,17,1.65,Oil,38
2024030918,5,9905,39.13,13,14.89,Bulk,59
2024030918,6,9906,73.4,9,12.05,Bulk,34
2024030919,1,9907,92.95,17,7.69,Oil,36
2024030919,2,9908,61.6,24,3.49,Container,71
2024030919,3,9909,34.76,6,10.68,Bulk,2
2024030919,4,9910,59.19,22,11.51,Oil,54
2024030919,5,9911,51.01,22,22.73,Container,12
2024030919,6,9912,62.94,18,19.71,Container,46
2024030920,1,9913,64.6,15,10.91,Bulk,46
2024030920,2,9914,46.98,23,1.7,Oil,86
2024030920,3,9915,67.6,14,23.53,Container,49
2024030920,4,9916,55.61,5,1.47,Oil,32
2024030920,5,9917,92.31,24,21.7,Bulk,51
2024030920,6,9918,40.35,14,5.09,Bulk,14
2024030921,1,9919,55.82,12,2.77,Oil,75
2024030921,2,9920,58.08,12,12.72,Oil,9
2024030921,3,9921,32.2,10,23.65,Bulk,23
2024030921,4,9922,77.69,15,21.06,Bulk,23
2024030921,5,9923,72.5,5,2.6,Oil,76
2024030921,6,9924,74.36,14,11.65,Oil,61
2024030922,1,9925,48.12,17,20.18,Oil,56
2024030922,2,9926,94.83,18,8.6,Oil,65
2024030922,3,9927,89.28,8,13.91,Container,60
2024030922,4,9928,37.77,14,17.77,Oil,27
2024030922,5,9929,92.31,13,23.25,Bulk,32
2024030922,6,9930,94.23,7,3.85,Container,39
2024030923,1,9931,61.4,6,21.7,Oil,44
2024030923,2,9932,49.44,24,1.34,Container,64
2024030923,3,9933,87.16,14,21.78,Bulk,70
2024030923,4,9934,82.32,21,5.78,Oil,79
2024030923,5,9935,66.08,19,9.33,Container,21
2024030923,6,9936,86.79,8,3.21,Oil,55
2024031000,1,9937,60.06,9,17.81,Oil,72
2024031000,2,9938,65.71,11,16.62,Container,48
2024031000,3,9939,79.95,20,6.01,Bulk,78
2024031000,4,9940,34.56,18,9.15,Bulk,3
2024031000,5,9941,49.77,23,22.4,Container,7
2024031000,6,9942,53.46,7,14.28,Container,72
2024031001,1,9943,51.82,16,16.84,Container,26
2024031001,2,9944,93.1,18,19.96,Container,99
2024031001,3,9945,73.18,15,17.51,Container,15
2024031001,4,9946,35.28,11,1.57,Bulk,26
2024031001,5,9947,53.65,12,22.53,Oil,34
2024031001,6,9948,40.93,12,2.97,Bulk,46
2024031002,1,9949,90.07,19,17.9,Container,35
2024031002,2,9950,64.54,22,11.58,Bulk,72
2024031002,3,9951,67.24,9,20.6,Oil,18
2024031002,4,9952,39.02,8,10.51,Oil,85
2024031002,5,9953,35.01,19,11.58,Bulk,36
2024031002,6,9954,43.22,6,7.72,Oil,94
2024031003,1,9955,70.2,14,1.2,Container,72
2024031003,2,9956,89.34,23,22.59,Bulk,45
2024031003,3,9957,44.12,15,4.34,Bulk,56
2024031003,4,9958,31.07,23,14.59,Container,28
2024031003,5,9959,46.07,21,13.74,Oil,18
2024031003,6,9960,52.24,12,7.58,Oil,43
2024031004,1,9961,35.23,8,16.17,Bulk,8
2024031004,2,9962,36.25,23,3.84,Oil,61
2024031004,3,9963,63.21,8,15.41,Oil,33
2024031004,4,9964,70.38,21,9.52,Bulk,20
2024031004,5,9965,82.49,9,11.39,Container,34
2024031004,6,9966,39.8,10,13.53,Oil,49
2024031005,1,9967,86.46,22,14.52,Oil,12
2024031005,2,9968,91.87,13,8.71,Bulk,74
2024031005,3,9969,70.95,14,16.45,Bulk,33
2024031005,4,9970,34.53,16,7.87,Oil,73
2024031005,5,9971,48.99,19,12.3,Bulk,11
2024031005,6,9972,89.73,18,3.29,Bulk,94
2024031006,1,9973,31.16,20,23.9,Container,29
2024031006,2,9974,70.97,22,8.42,Container,74
2024031006,3,9975,57.55,20,2.72,Bulk,99
2024031006,4,9976,61.62,9,21.3,Bulk,29
2024031006,5,9977,83.59,8,2.74,Container,9
2024031006,6,9978,43.39,8,2.03,Oil,47
2024031007,1,9979,32.05,5,14.85,Oil,48
2024031007,2,9980,88.31,12,2.47,Oil,99
2024031007,3,9981,54.41,21,7.15,Container,7
2024031007,4,9982,81.8,23,5.82,Bulk,74
2024031007,5,9983,59.48,23,12.12,Oil,30
2024031007,6,9984,81.59,11,1.52,Bulk,14
2024031008,1,9985,74.2,15,17.17,Oil,94
2024031008,2,9986,68.72,24,1.11,Oil,64
2024031008,3,9987,53.15,24,10.22,Oil,85
2024031008,4,9988,48.94,7,9.39,Bulk,68
2024031008,5,9989,36.17,10,12.93,Oil,3
2024031008,6,9990,72.0,18,9.41,Container,58
2024031009,1,9991,81.7,24,2.92,Bulk,45
2024031009,2,9992,57.99,8,21.43,Container,54
2024031009,3,9993,34.15,13,22.44,Oil,26
2024031009,4,9994,76.09,14,20.89,Bulk,64
2024031009,5,9995,66.77,18,6.84,Bulk,55
2024031009,6,9996,64.37,6,16.71,Bulk,99
2024031010,1,9997,92.69,16,18.31,Bulk,87
2024031010,2,9998,70.15,24,8.75,Container,33
2024031010,3,9999,89.61,14,14.1,Oil,91
2024031010,4,10000,93.99,23,1.92,Bulk,99
2024031010,5,10001,30.22,16,5.79,Oil,8
2024031010,6,10002,40.69,12,16.08,Oil,70
2024031011,1,10003,66.14,13,10.24,Oil,37
2024031011,2,10004,88.19,7,8.79,Container,34
2024031011,3,10005,52.78,17,12.83,Container,63
2024031011,4,10006,91.7,9,3.29,Oil,71
2024031011,5,10007,58.6,18,9.07,Oil,18
2024031011,6,10008,84.48,6,14.37,Bulk,24
2024031012,1,10009,50.76,15,19.12,Container,81
2024031012,2,10010,86.95,20,2.01,Container,79
2024031012,3,10011,44.93,24,9.96,Bulk,76
2024031012,4,10012,52.45,17,6.76,Container,45
2024031012,5,10013,83.7,24,1.31,Oil,32
2024031012,6,10014,93.66,16,8.53,Container,50
2024031013,1,10015,88.48,17,18.15,Container,54
2024031013,2,10016,62.24,19,12.66,Bulk,34
2024031013,3,10017,52.41,6,18.14,Bulk,73
2024031013,4,10018,46.31,11,2.8,Container,23
2024031013,5,10019,60.93,12,3.93,Bulk,75
2024031013,6,10020,75.96,24,17.19,Bulk,15
2024031014,1,10021,81.22,20,16.69,Oil,13
2024031014,2,10022,93.47,22,22.67,Oil,6
2024031014,3,10023,38.39,16,9.15,Bulk,6
2024031014,4,10024,72.11,22,13.26,Bulk,60
2024031014,5,10025,45.95,18,22.37,Oil,68
2024031014,6,10026,69.83,10,8.18,Container,9
2024031015,1,10027,39.6,14,6.25,Bulk,35
2024031015,2,10028,38.73,12,22.89,Bulk,33
2024031015,3,10029,88.53,6,18.91,Oil,90
2024031015,4,10030,34.64,24,5.77,Container,46
2024031015,5,10031,41.12,24,14.84,Oil,36
2024031015,6,10032,90.61,8,9.0,Container,51
2024031016,1,10033,31.39,8,7.34,Oil,22
2024031016,2,10034,53.73,16,6.44,Bulk,45
2024031016,3,10035,41.57,12,20.28,Oil,15
2024031016,4,10036,70.05,23,4.28,Oil,64
2024031016,5,10037,37.52,14,23.64,Oil,84
2024031016,6,10038,86.45,11,15.92,Oil,0
2024031017,1,10039,74.95,5,20.42,Bulk,84
2024031017,2,10040,47.05,12,12.96,Bulk,57
2024031017,3,10041,31.4,10,23.46,Container,60
2024031017,4,10042,87.5,6,6.03,Bulk,60
2024031017,5,10043,63.36,21,4.34,Container,14
2024031017,6,10044,85.89,14,19.53,Container,35
2024031018,1,10045,89.85,8,6.88,Bulk,61
2024031018,2,10046,44.93,14,12.41,Oil,38
2024031018,3,10047,67.71,20,21.66,Container,87
2024031018,4,10048,74.51,20,14.53,Bulk,84
2024031018,5,10049,50.06,7,4.15,Bulk,34
2024031018,6,10050,48.19,17,23.25,Container,61
2024031019,1,10051,79.37,16,14.22,Container,80
2024031019,2,10052,59.26,13,9.21,Container,59
2024031019,3,10053,89.82,19,14.73,Oil,2
2024031019,4,10054,43.28,13,1.21,Container,15
2024031019,5,10055,70.8,7,23.13,Oil,6
2024031019,6,10056,85.01,17,12.93,Oil,81
2024031020,1,10057,53.67,12,16.72,Oil,41
2024031020,2,10058,59.15,23,5.49,Oil,48
2024031020,3,10059,87.64,19,14.99,Container,98
2024031020,4,10060,68.53,15,6.18,Container,48
2024031020,5,10061,78.43,9,18.15,Bulk,9
2024031020,6,10062,64.56,15,13.17,Container,66
2024031021,1,10063,39.38,16,4.74,Bulk,86
2024031021,2,10064,69.51,23,5.86,Bulk,9
2024031021,3,10065,52.55,14,12.17,Bulk,32
2024031021,4,10066,86.92,17,11.57,Bulk,62
2024031021,5,10067,39.31,21,19.38,Oil,70
2024031021,6,10068,32.81,11,22.5,Oil,0
2024031022,1,10069,80.74,5,14.02,Container,32
2024031022,2,10070,32.75,10,13.52,Bulk,92
2024031022,3,10071,42.82,14,17.49,Container,97
2024031022,4,10072,88.68,16,19.93,Container,47
2024031022,5,10073,68.44,14,13.6,Bulk,57
2024031022,6,10074,44.28,14,8.35,Oil,20
2024031023,1,10075,36.24,14,8.7,Oil,25
2024031023,2,10076,88.19,15,16.99,Bulk,81
2024031023,3,10077,44.31,8,10.66,Bulk,46
2024031023,4,10078,91.44,16,17.91,Container,2
2024031023,5,10079,30.23,16,14.11,Bulk,4
2024031023,6,10080,66.98,8,21.66,Bulk,46
2024031100,1,10081,72.5,20,11.15,Container,12
2024031100,2,10082,31.92,6,4.56,Oil,27
2024031100,3,10083,89.54,6,13.0,Container,78
2024031100,4,10084,86.55,15,2.24,Container,21
2024031100,5,10085,93.62,9,10.8,Container,50
2024031100,6,10086,57.94,24,22.12,Container,57
2024031101,1,10087,35.34,11,21.94,Oil,40
2024031101,2,10088,32.02,13,19.49,Container,73
2024031101,3,10089,58.48,17,4.9,Oil,51
2024031101,4,10090,83.84,24,1.93,Oil,87
2024031101,5,10091,64.01,24,5.61,Bulk,42
2024031101,6,10092,82.55,21,19.6,Oil,83
2024031102,1,10093,54.88,8,23.58,Oil,69
2024031102,2,10094,62.5,21,17.99,Container,39
2024031102,3,10095,78.29,18,21.25,Oil,23
2024031102,4,10096,56.91,9,13.5,Oil,28
2024031102,5,10097,87.35,15,21.54,Container,82
2024031102,6,10098,84.13,20,8.81,Bulk,58
2024031103,1,10099,40.4,17,3.99,Bulk,22
2024031103,2,10100,70.8,19,16.52,Container,62
2024031103,3,10101,61.25,7,4.46,Container,57
2024031103,4,10102,61.53,5,21.87,Container,1
2024031103,5,10103,40.42,20,9.37,Oil,31
2024031103,6,10104,57.16,5,5.23,Bulk,31
2024031104,1,10105,62.92,8,16.94,Container,80
2024031104,2,10106,71.07,15,9.12,Oil,85
2024031104,3,10107,80.8,13,1.71,Container,19
2024031104,4,10108,60.07,12,2.93,Bulk,77
2024031104,5,10109,61.26,11,8.77,Oil,77
2024031104,6,10110,36.75,8,23.81,Bulk,52
2024031105,1,10111,78.26,24,14.37,Bulk,92
2024031105,2,10112,48.55,23,5.44,Container,59
2024031105,3,10113,32.33,19,21.95,Oil,98
2024031105,4,10114,74.89,16,20.69,Bulk,50
2024031105,5,10115,93.58,14,6.04,Bulk,86
2024031105,6,10116,43.72,6,8.77,Container,69
2024031106,1,10117,82.12,21,17.04,Bulk,29
2024031106,2,10118,91.39,13,23.72,Bulk,98
2024031106,3,10119,47.61,7,3.74,Container,15
2024031106,4,10120,77.68,21,12.78,Bulk,51
2024031106,5,10121,30.26,9,4.71,Oil,13
2024031106,6,10122,31.44,23,14.08,Bulk,98
2024031107,1,10123,49.26,17,11.5,Container,20
2024031107,2,10124,41.0,16,21.66,Container,95
2024031107,3,10125,78.73,9,19.6,Bulk,47
2024031107,4,10126,52.38,6,6.08,Bulk,4
2024031107,5,10127,43.2,5,3.27,Bulk,85
2024031107,6,10128,38.36,8,15.4,Container,88
2024031108,1,10129,55.06,19,5.62,Bulk,47
2024031108,2,10130,67.95,22,17.65,Bulk,14
2024031108,3,10131,60.37,17,6.68,Bulk,78
2024031108,4,10132,73.68,21,12.03,Oil,54
2024031108,5,10133,72.06,9,21.63,Bulk,56
2024031108,6,10134,37.08,8,4.53,Container,91
2024031109,1,10135,41.47,12,4.72,Oil,15
2024031109,2,10136,48.26,8,22.9,Container,17
2024031109,3,10137,48.81,7,4.32,Container,7
2024031109,4,10138,51.27,24,19.7,Container,88
2024031109,5,10139,92.55,9,19.81,Oil,96
2024031109,6,10140,71.52,22,15.68,Oil,98
2024031110,1,10141,84.81,24,4.29,Container,61
2024031110,2,10142,64.63,21,10.48,Bulk,25
2024031110,3,10143,89.48,9,17.21,Oil,57
2024031110,4,10144,42.34,14,23.6,Bulk,18
2024031110,5,10145,54.08,7,1.63,Container,24
2024031110,6,10146,41.06,8,9.7,Bulk,2
2024031111,1,10147,68.87,15,3.85,Container,86
2024031111,2,10148,33.64,17,5.39,Container,55
2024031111,3,10149,59.04,7,19.64,Container,44
2024031111,4,10150,49.81,23,18.4,Container,93
2024031111,5,10151,86.02,20,22.41,Bulk,75
2024031111,6,10152,47.89,13,15.54,Container,79
2024031112,1,10153,82.3,13,3.81,Bulk,22
2024031112,2,10154,36.44,11,11.88,Container,92
2024031112,3,10155,73.6,15,4.1,Oil,55
2024031112,4,10156,43.1,18,17.62,Oil,60
2024031112,5,10157,89.68,12,5.72,Container,62
2024031112,6,10158,60.89,21,5.12,Oil,32
2024031113,1,10159,44.15,23,23.67,Container,4
2024031113,2,10160,39.56,14,16.76,Bulk,82
2024031113,3,10161,54.94,14,2.1,Bulk,90
2024031113,4,10162,58.86,22,4.94,Bulk,53
2024031113,5,10163,90.29,22,8.3,Oil,91
2024031113,6,10164,71.52,8,11.25,Oil,95
2024031114,1,10165,93.92,9,7.34,Oil,18
2024031114,2,10166,40.78,22,6.24,Bulk,74
2024031114,3,10167,69.72,19,2.8,Container,6
2024031114,4,10168,62.86,17,23.27,Bulk,53
2024031114,5,10169,84.24,6,3.54,Bulk,69
2024031114,6,10170,37.09,13,16.06,Oil,28
2024031115,1,10171,64.54,24,14.56,Container,39
2024031115,2,10172,39.42,23,22.76,Bulk,34
2024031115,3,10173,38.89,5,22.08,Container,10
2024031115,4,10174,92.2,11,15.22,Container,20
2024031115,5,10175,42.27,5,5.96,Container,40
2024031115,6,10176,45.47,17,14.25,Oil,71
2024031116,1,10177,77.11,12,12.87,Bulk,64
2024031116,2,10178,40.22,12,5.23,Oil,40
2024031116,3,10179,88.19,10,20.76,Bulk,59
2024031116,4,10180,38.32,19,1.74,Container,57
2024031116,5,10181,49.56,6,17.0,Bulk,57
2024031116,6,10182,47.41,5,20.22,Container,80
2024031117,1,10183,32.86,5,1.28,Bulk,10
2024031117,2,10184,57.03,6,6.06,Container,43
